Cluster ID,index,latitude,longitude,units
2364,3978,37.58651508,-122.33583,5
2365,3984,37.27031015,-121.9632913,5
2366,3985,37.6911676,-122.0770638,96
2367,3993,37.48696426,-122.414556,30
2368,4007,38.0187925,-122.0398723,36
2369,4008,38.0187925,-122.0398723,48
2370,4019,37.68513837,-122.4589393,19
2371,4020,37.70614417,-122.4629484,14
2372,4024,37.71377269,-121.9089995,304
2373,4028,37.47026925,-122.131113,1
2374,4029,37.45594832,-122.1366995,26
2375,4030,37.45405461,-122.1221059,36
2376,4031,37.46075301,-122.1345928,11
2377,4032,37.45405461,-122.1221059,15
2378,4033,37.47163654,-122.1364719,77
2379,4054,37.84613916,-122.2887884,6
2380,4055,37.82976792,-122.2793228,67
2381,4056,37.83497047,-122.2788971,20
2382,4081,37.49950126,-121.9777669,100
2383,4083,37.53294597,-121.9626513,10
2384,4084,37.52631574,-121.9126623,11
2385,4097,37.02555236,-121.591962,21
2386,4098,36.9870852,-121.5723474,34
2387,4106,37.45297912,-122.4296007,28
2388,4107,37.45732167,-122.4299927,60
2389,4132,37.67459597,-122.0844935,8
2390,4133,37.67525475,-122.104675,10
2391,4134,37.68846211,-122.0624769,28
2392,4135,37.67357018,-122.1044123,7
2393,4136,37.6262978,-122.0494498,60
2394,4145,36.84342659,-121.3968475,54
2395,4146,36.86091408,-121.3996623,18
2396,4147,36.84445202,-121.3947435,14
2397,4149,36.84106048,-121.413381,42
2398,4150,36.84741533,-121.3815937,116
2399,4151,36.84741533,-121.3815937,115
2400,4152,36.84347963,-121.3961926,40
2401,4153,36.85583734,-121.2483771,6
2402,4154,36.8434536,-121.3949884,20
2403,4157,37.90112309,-122.1172028,207
2404,4161,37.61388014,-121.6350097,39
2405,4171,37.68626455,-121.7693831,9
2406,4172,37.68684065,-121.7431841,7
2407,4173,37.61388014,-121.6350097,40
2408,4204,37.12309327,-121.6570315,38
2409,4205,37.12309327,-121.6570315,62
2410,4211,37.12752121,-121.649095,8
2411,4232,38.05840257,-122.5444755,41
2412,4355,37.76022952,-122.1487542,123
2413,4364,37.74904251,-122.16642,232
2414,4370,37.75065231,-122.1864624,73
2415,4374,37.79640394,-122.2462598,21
2416,4375,37.80524682,-122.294302,8
2417,4376,37.7758524,-122.2236476,10
2418,4394,37.98172757,-122.0740067,6
2419,4395,37.64083774,-122.4903705,42
2420,4400,37.59895389,-122.4991516,100
2421,4401,37.6297082,-122.4912465,10
2422,4417,37.44524541,-122.1635458,25
2423,4422,38.02751509,-121.88164,8
2424,4423,38.01756778,-121.9133656,40
2425,4444,37.65087312,-121.8541501,172
2426,4450,38.00483329,-122.7935362,27
2427,4451,37.47366671,-122.2196586,38
2428,4452,37.47431899,-122.225494,35
2429,4453,37.50605108,-122.2103182,6
2430,4454,37.48044678,-122.2275708,5
2431,4464,37.47332602,-122.214986,24
2432,4465,37.92112206,-122.3416442,37
2433,4466,37.92667644,-122.3609219,6
2434,4467,37.95602888,-122.3669903,52
2435,4468,37.92982336,-122.3486516,7
2436,4505,37.77951526,-122.4196041,10
2437,4506,37.72494294,-122.4035219,10
2438,4507,37.75688247,-122.4166923,30
2439,4508,37.78111656,-122.4349229,7
2440,4509,37.78476513,-122.4141051,175
2441,4510,37.78446907,-122.4143926,40
2442,4511,37.76426752,-122.4241608,11
2443,4512,37.78104795,-122.412753,203
2444,4513,37.71200645,-122.4129062,91
2445,4514,37.72460663,-122.4598979,91
2446,4515,37.78138509,-122.4113761,19
2447,4516,37.78451531,-122.4085646,102
2448,4517,37.79455971,-122.4040228,83
2449,4518,37.77334452,-122.4431267,20
2450,4519,37.74970719,-122.4154028,15
2451,4520,37.78351132,-122.4155531,31
2452,4521,37.7910546,-122.4169383,49
2453,4525,37.72040558,-122.3868179,478
2454,4537,37.7764143,-122.4124644,10
2455,4610,37.78141145,-122.4890687,19
2456,4611,37.86649571,-122.2533609,15
2457,4656,37.75704696,-122.3928479,177
2458,4724,37.31372711,-121.9483127,72
2459,4801,37.33076645,-121.8793214,109
2460,4818,37.32014834,-121.8774492,79
2461,4859,37.30549608,-121.8629303,95
2462,4860,37.37550509,-121.7940111,24
2463,4861,37.22591015,-121.7821082,5
2464,4883,37.73473038,-122.1632741,43
2465,4884,37.68799691,-122.1396079,122
2466,4888,37.5754798,-122.3353472,15
2467,4889,37.57013583,-122.3168281,9
2468,4890,37.56772378,-122.3207165,0
2469,4891,37.56572559,-122.3239445,8
2470,4892,37.57013583,-122.3168281,9
2471,4894,37.5754798,-122.3353472,15
2472,4895,37.57172336,-122.3237094,6
2473,4928,37.97166135,-122.5174348,3
2474,4929,37.96681036,-122.5276101,6
2475,4941,37.39342545,-121.9648037,18
2476,4942,37.35304843,-121.9385547,24
2477,4943,37.34384693,-121.9399176,33
2478,4944,37.35243296,-121.9520422,17
2479,4945,37.36080651,-121.9935218,6
2480,4946,37.35383297,-121.941907,6
2481,4947,37.34810035,-121.9450643,100
2482,4949,37.33763116,-121.951528,42
2483,4960,37.65549493,-122.4218816,24
2484,4961,37.65546551,-122.4117427,6
2485,4962,37.65486527,-122.4102251,63
2486,4963,37.65040207,-122.4277878,80
2487,4975,37.35450819,-122.028947,5
2488,4976,37.35897056,-122.0143727,6
2489,4977,37.39237976,-122.0387186,11
2490,4978,37.36714954,-122.0405669,38
2491,4979,37.88348404,-122.4552473,16
2492,4987,37.58854675,-122.0710754,230
2493,4995,37.90156852,-122.0536245,29
2494,4998,37.7304306,-122.3958206,3
2495,4999,37.76184976,-122.398453,6
2496,5000,37.76131439,-122.3900528,5
2497,5001,37.71710046,-122.4431419,2
2498,5002,37.77151871,-122.4328156,3
2499,5003,37.76416397,-122.3953018,2
2500,5004,37.7094841,-122.4516754,3
2501,5005,37.72917175,-122.3977432,24
2502,5006,37.77185822,-122.4218674,1
2503,5007,37.78564072,-122.3940048,3
2504,5008,37.80384064,-122.414566,4
2505,5009,37.78813934,-122.3925781,6
2506,5010,37.78834152,-122.3893967,2
2507,5013,37.77724838,-122.4221878,1
2508,5014,37.77479553,-122.4028015,1
2509,5015,37.75157757,-122.4302331,2
2510,5016,37.73422703,-122.4296658,3
2511,5018,37.74337387,-122.4274673,4
2512,5019,37.78038986,-122.4530514,17
2513,5020,37.74888611,-122.4393997,2
2514,5021,37.77370453,-122.4656677,1
2515,5022,37.78688431,-122.4174347,24
2516,5023,37.78760147,-122.3919144,23
2517,5024,37.78130516,-122.4556337,3
2518,5025,37.78690338,-122.3909225,24
2519,5026,37.78216816,-122.448391,2
2520,5027,37.72371277,-122.43821,2
2521,5028,37.76830292,-122.4225311,4
2522,5029,37.77604468,-122.4223582,4
2523,5030,37.763599,-122.4207,6
2524,5031,37.7578392,-122.4033508,1
2525,5032,37.75047684,-122.3907928,2
2526,5033,37.75590397,-122.4766132,8
2527,5034,37.78094864,-122.4022751,20
2528,5035,37.77638245,-122.4456863,13
2529,5036,37.8003455,-122.4324647,3
2530,5037,37.77156448,-122.4188004,23
2531,5038,37.78610992,-122.4149551,1
2532,5039,37.77029,-122.402809,15
2533,5040,37.7840538,-122.420639,3
2534,5041,37.78389752,-122.4159028,1
2535,5042,37.75603485,-122.4124908,0
2536,5044,37.76309967,-122.4212952,2
2537,5045,37.74541855,-122.4525299,2
2538,5046,37.78244019,-122.467308,1
2539,5047,37.76213455,-122.5031128,1
2540,5048,37.78702927,-122.3936386,34
2541,5049,37.78883743,-122.4212723,2
2542,5050,37.76062012,-122.4243622,5
2543,5051,37.754322,-122.423904,1
2544,5052,37.758037,-122.3960142,7
2545,5053,37.77658448,-122.4176992,9
2546,5055,37.76160431,-122.4197617,3
2547,5056,37.72888947,-122.4404678,2
2548,5057,37.74489954,-122.4202868,3
2549,5058,37.71828461,-122.3858643,0
2550,5059,37.79678889,-122.4036129,0
2551,5060,37.80075455,-122.4235611,4
2552,5061,37.77599335,-122.4125061,2
2553,5062,37.7104187,-122.4677048,2
2554,5063,37.77409136,-122.4188773,6
2555,5064,37.70990753,-122.4248657,6
2556,5066,37.76208496,-122.3890076,2
2557,5068,37.78237915,-122.420166,16
2558,5069,37.7609024,-122.4895325,2
2559,5070,37.73397827,-122.4336243,2
2560,5071,37.77824783,-122.4236145,3
2561,5073,37.775787,-122.409652,1
2562,5074,37.73809433,-122.3892059,2
2563,5076,37.78571606,-122.4358685,3
2564,5077,37.77898026,-122.3917542,24
2565,5078,37.78641129,-122.3963699,2
2566,5079,37.77101085,-122.4008911,27
2567,5080,37.75446631,-122.4121175,7
2568,5081,37.78116608,-122.3906937,13
2569,5082,37.78623581,-122.3890686,16
2570,5083,37.78627731,-122.3937913,10
2571,5084,37.79014969,-122.4058685,2
2572,5085,37.76852036,-122.4225922,3
2573,5086,37.78618622,-122.4076309,3
2574,5087,37.78469467,-122.4081345,4
2575,5088,37.77904892,-122.3971787,0
2576,5089,37.77376556,-122.4388428,8
2577,5090,37.78660584,-122.3991013,18
2578,5091,37.76411438,-122.4026642,20
2579,5092,37.78995261,-122.390914,0
2580,5095,37.7603665,-122.4099509,9
2581,5096,37.73263168,-122.404213,4
2582,5098,37.77502,-122.41246,2
2583,5099,37.7787056,-122.4126358,29
2584,5100,37.71607208,-122.439537,8
2585,5101,37.76754761,-122.4280319,1
2586,5104,37.74617004,-122.4198303,2
2587,5105,37.78390121,-122.408905,2
2588,5107,37.77249908,-122.4086151,3
2589,5108,37.805477,-122.412651,2
2590,5111,37.78303519,-122.407596,3
2591,5112,37.80418396,-122.4121017,2
2592,5113,37.78070068,-122.413269,6
2593,5114,37.79972839,-122.4391327,1
2594,5115,37.7796669,-122.4058914,1
2595,5116,37.782054,-122.392837,0
2596,5117,37.76648712,-122.419487,3
2597,5118,37.78138351,-122.4013596,8
2598,5119,37.78115463,-122.4016495,0
2599,5120,37.76957922,-122.4505562,0
2600,5121,37.7922554,-122.4012451,5
2601,5122,37.80627823,-122.4122086,9
2602,5123,37.77626038,-122.3971024,10
2603,5124,37.77606583,-122.4140778,2
2604,5125,37.71097183,-122.4043732,0
2605,5126,37.78945923,-122.4197235,0
2606,5127,37.77319336,-122.4025574,0
2607,5128,37.74401855,-122.4248428,1
2608,5130,37.77397537,-122.4133911,4
2609,5132,37.7610321,-122.4115067,21
2610,5133,37.7905426,-122.3959198,0
2611,5134,37.78745651,-122.4013138,11
2612,5135,37.71465562,-122.4787349,0
2613,5136,37.78744206,-122.3928163,0
2614,5140,37.79802704,-122.4000931,0
2615,5143,37.77702713,-122.3957367,0
2616,5147,37.78242493,-122.4093475,7
2617,5148,37.73081996,-122.4287874,2
2618,5149,37.78317261,-122.407692,2
2619,5150,37.78324127,-122.4204788,2
2620,5151,37.7633585,-122.3878871,0
2621,5152,37.75967026,-122.3908615,0
2622,5153,37.75883865,-122.4196625,0
2623,5155,37.79903255,-122.4409023,1
2624,5156,37.78577042,-122.3988724,0
2625,5157,37.7891922,-122.4122314,1
2626,5158,37.77155304,-122.4244232,14
2627,5165,37.78474808,-122.4097672,0
2628,5166,37.76825714,-122.4239273,0
2629,5167,37.79101563,-122.4076996,2
2630,5168,37.77759933,-122.4075394,1
2631,5169,37.78990555,-122.3989563,0
2632,5170,37.77674742,-122.4213255,0
2633,5173,37.74821945,-122.4183255,9
2634,5174,37.71460724,-122.3987274,6
2635,5180,37.72344589,-122.4420853,0
2636,5181,37.78471375,-122.3968735,0
2637,5182,37.78952026,-122.4122772,5
2638,5184,37.76118469,-122.3881226,39
2639,5185,37.717731,-122.440589,9
2640,5186,37.76457596,-122.4660187,0
2641,5189,37.76572488,-122.4313831,3
2642,5190,37.78117776,-122.4563223,0
2643,5191,37.79480362,-122.4211731,0
2644,5192,37.78281592,-122.4123153,4
2645,5193,37.79567041,-122.4243055,0
2646,5194,37.78573227,-122.3914185,49
2647,5195,37.72386169,-122.4552002,26
2648,5196,37.77974319,-122.4013596,4
2649,5197,37.78582001,-122.440773,0
2650,5198,37.77939677,-122.3921652,19
2651,5199,37.78868103,-122.3918533,0
2652,5200,37.780006,-122.390274,0
2653,5202,37.76705056,-122.4199127,40
2654,5203,37.78806634,-122.418066,4
2655,5204,37.75643036,-122.4658381,0
2656,5206,37.71094747,-122.4590769,0
2657,5209,37.78027318,-122.3957044,0
2658,5212,37.76627731,-122.4216995,2
2659,5213,37.76413836,-122.4330012,0
2660,5216,37.75515497,-122.4121819,0
2661,5217,37.76058108,-122.3878462,2
2662,5218,37.7688919,-122.4269843,0
2663,5219,37.77025849,-122.4256922,0
2664,5223,37.71859741,-122.4762726,284
2665,5224,37.74904825,-122.4190068,0
2666,5226,37.78587341,-122.3937454,0
2667,5227,37.7655378,-122.4106906,1
2668,5228,37.77389145,-122.421875,17
2669,5229,37.75864989,-122.4212162,0
2670,5230,37.798824,-122.419265,0
2671,5231,37.80560303,-122.4182358,0
2672,5232,37.77709579,-122.4151001,33
2673,5233,37.77774587,-122.4233238,9
2674,5234,37.76646584,-122.3970569,91
2675,5235,37.76256323,-122.3878194,18
2676,5237,37.76654053,-122.4179764,7
2677,5238,37.781166,-122.410194,9
2678,5239,37.76640952,-122.3981264,2
2679,5240,37.76710129,-122.4194489,6
2680,5241,37.77496338,-122.4251175,0
2681,5242,37.76292,-122.435501,3
2682,5244,37.77190737,-122.4269769,50
2683,5245,37.77221583,-122.4234351,7
2684,5246,37.7559433,-122.4213181,0
2685,5248,37.78734885,-122.3963702,49
2686,5249,37.77369308,-122.4096603,62
2687,5250,37.78957441,-122.3954891,0
2688,5251,37.75616482,-122.4188793,0
2689,5252,37.72554016,-122.4024506,1
2690,5254,37.76965767,-122.4039133,0
2691,5255,37.77292192,-122.4032937,55
2692,5256,37.77799988,-122.4235306,4
2693,5257,37.80068207,-122.4112854,0
2694,5258,37.78110886,-122.4775925,5
2695,5259,37.77771972,-122.418131,19
2696,5260,37.78611772,-122.4022724,0
2697,5261,37.77888849,-122.4225204,8
2698,5262,37.72453308,-122.4578857,0
2699,5263,37.77703476,-122.4238815,5
2700,5265,37.76079941,-122.3889008,0
2701,5266,37.76347733,-122.4076691,11
2702,5267,37.76502609,-122.3941345,5
2703,5268,37.79277802,-122.4197617,0
2704,5269,37.77816772,-122.4257507,17
2705,5270,37.799034,-122.440139,0
2706,5271,37.72312738,-122.4550831,3
2707,5272,37.78856456,-122.4141312,2
2708,5273,37.77417755,-122.4125824,0
2709,5275,37.76652527,-122.4307709,10
2710,5276,37.76227891,-122.391665,16
2711,5277,37.75618762,-122.3890471,34
2712,5278,37.79013824,-122.4326859,0
2713,5279,37.78959274,-122.4229507,31
2714,5281,37.76378632,-122.3883743,12
2715,5282,37.77907181,-122.4103088,0
2716,5283,37.77675629,-122.4260254,0
2717,5285,37.76514,-122.407814,11
2718,5286,37.77960968,-122.4033813,0
2719,5287,37.75796127,-122.3945694,11
2720,5288,37.78931046,-122.4209137,12
2721,5289,37.76150131,-122.3892746,10
2722,5290,37.77078247,-122.4083252,0
2723,5291,37.77306366,-122.4320297,1
2724,5293,37.76709366,-122.416832,0
2725,5295,37.77913284,-122.40345,0
2726,5296,37.77623749,-122.4089508,13
2727,5297,37.75919724,-122.3917313,0
2728,5298,37.77442932,-122.4211121,4
2729,5300,37.71067053,-122.4038824,168
2730,5302,37.78366685,-122.409218,0
2731,5303,37.76202774,-122.3893204,8
2732,5306,37.75888793,-122.4594605,0
2733,5308,37.7602272,-122.3891525,6
2734,5309,37.7818718,-122.3987885,9
2735,5312,37.77479477,-122.4198302,13
2736,5313,37.77925059,-122.4036518,2
2737,5314,37.78262012,-122.4150022,16
2738,5315,37.78235626,-122.4143219,11
2739,5316,37.79155731,-122.3916702,0
2740,5317,37.78179169,-122.406105,0
2741,5318,37.781803,-122.407051,58
2742,5319,37.78536606,-122.3933563,25
2743,5320,37.479742,-122.224945,15
2744,5370,37.781317,-122.489099,19
2745,5371,37.749993,-122.417117,30
2746,5447,38.452818,-122.732462,54
2747,5589,37.774567,-122.424261,15
2748,5634,38.083076,-122.241718,184
2749,5659,37.761221,-122.161624,120
2750,5660,37.432805,-121.897259,101
2751,5661,37.292946,-121.850581,72
2752,5665,37.402658,-121.880766,92
2753,5667,38.265355,-122.0206,148
2754,5668,37.412519,-121.959744,140
2755,5669,37.30303,-121.879111,372
2756,5671,37.780158,-122.409698,278
2757,5673,37.655088,-122.068675,81
2758,5678,37.355509,-121.954262,144
2759,5683,37.940509,-122.062491,100
2760,5691,38.424144,-122.731348,120
2761,5693,37.416235,-121.902442,306
2762,5695,38.413784,-122.740438,66
2763,5704,37.816069,-122.262212,200
2764,5712,37.324221,-121.849624,70
2765,5713,37.398177,-122.022837,193
2766,5714,38.810797,-123.015134,99
2767,5715,38.314323,-122.316857,146
2768,5727,37.713128,-121.717447,72
2769,5728,37.686415,-122.137253,46
2770,5731,37.785427,-122.411206,53
2771,5739,38.240367,-122.037246,106
2772,5741,37.25510025,-119.6175232,
2773,5745,38.10233,-122.254912,136
2774,5747,37.782008,-122.412651,90
2775,5749,37.692175,-122.114156,84
2776,5759,37.60804,-122.022298,121
2777,5770,38.263423,-122.650045,50
2778,5774,37.313744,-121.947876,72
2779,5801,38.099256,-122.257973,88
2780,5805,38.301838,-122.315489,75
2781,5807,38.344465,-121.953231,46
2782,5810,38.458071,-122.670398,111
2783,5814,37.80682,-122.279737,117
2784,5816,38.048797,-122.151702,8
2785,5817,38.048798,-122.151079,24
2786,5826,38.407708,-122.838677,18
2787,5827,37.650733,-122.086834,54
2788,5831,38.25276,-122.632263,0
2789,5832,37.735242,-122.379131,0
2790,5846,38.296827,-122.475479,43
2791,5849,38.081816,-122.241042,181
2792,5851,37.692592,-122.133255,840
2793,5853,37.552882,-121.973323,322
2794,5870,37.780885,-122.23307,62
2795,5872,38.006561,-122.286977,70
2796,5873,37.775854,-122.423355,82
2797,5874,37.780637,-122.407109,60
2798,5903,37.936992,-122.360032,36
2799,5905,37.479507,-122.226939,14
2800,5907,37.322077,-121.877213,37
2801,5908,37.301027,-121.868218,12
2802,5909,37.966847,-122.511282,10
2803,5910,37.121255,-121.634182,138
2804,5914,38.260004,-122.645224,129
2805,5924,38.410899,-122.729313,97
2806,5930,38.451669,-122.772061,52
2807,5936,38.29188,-122.457255,80
2808,5939,38.550056,-122.816795,41
2809,5942,38.503326,-123.000308,48
2810,5943,38.247838,-122.645575,66
2811,5944,38.330443,-123.046382,14
2812,5948,38.410858,-122.729314,53
2813,5961,37.952676,-121.695561,54
2814,5962,37.608258,-122.399807,27
2815,5964,38.431965,-121.832517,59
2816,5982,38.002085,-121.733139,44
2817,5990,37.356962,-121.949993,28
2818,5996,37.798511,-122.401674,75
2819,6007,37.786073,-122.39524,120
2820,6022,38.02548,-121.880304,30
2821,6023,38.030138,-121.885721,111
2822,6024,38.099037,-122.24971,29
2823,6025,38.800512,-123.017663,32
2824,6028,37.944025,-122.553814,13
2825,6032,38.052962,-122.527414,41
2826,6044,37.81188,-122.272949,100
2827,6057,37.934905,-122.535519,24
2828,6059,37.126438,-121.647059,40
2829,6062,37.323477,-121.917577,95
2830,6063,37.338475,-121.885794,185
2831,6066,37.355509,-121.954262,40
2832,6067,38.463241,-122.656564,43
2833,6072,37.781848,-122.233308,26
2834,6086,37.884715,-122.189855,67
2835,6088,37.441039,-122.160116,50
2836,6090,37.304899,-121.862322,75
2837,6091,38.100805,-122.575001,61
2838,6095,37.979517,-122.058083,91
2839,6098,37.534186,-121.965919,82
2840,6101,37.634811,-122.052879,151
2841,6111,37.89317,-122.111215,46
2842,6145,37.776864,-121.967299,350
2843,6156,37.395496,-122.080703,51
2844,6157,37.35134,-121.824676,59
2845,6165,37.749748,-122.158754,32
2846,6175,37.360432,-121.907521,106
2847,6180,37.361247,-121.905769,184
2848,6182,37.352458,-121.972103,48
2849,6183,38.10083,-122.254954,76
2850,6191,38.442909,-122.713943,52
2851,6199,37.784992,-122.282739,39
2852,6204,37.806133,-122.275749,73
2853,6226,37.419282,-122.125489,14
2854,6227,37.781551,-122.416345,70
2855,6228,37.693372,-122.465813,71
2856,6229,37.45659,-122.430045,40
2857,6230,37.719139,-122.39805,73
2858,6231,37.772607,-122.391359,150
2859,6270,38.174081,-122.249696,145
2860,6274,37.454601,-122.136523,0
2861,6278,37.48345,-122.153721,6
2862,6292,37.599695,-122.026454,57
2863,6299,37.59022,-122.014499,100
2864,6300,37.455956,-122.429798,45
2865,6301,37.550949,-122.305167,60
2866,6302,37.364154,-122.021579,20
2867,6303,37.677659,-122.459468,74
2868,6364,37.75746,-122.199829,146
2869,6367,37.771326,-122.399012,236
2870,6370,37.75651,-122.196762,72
2871,6374,37.658034,-121.87722,100
2872,6381,37.870582,-122.281162,80
2873,6384,37.768097,-122.244668,19
2874,6385,37.799114,-122.25599,92
2875,6397,37.741217,-122.149431,33
2876,6401,37.128193,-121.660903,50
2877,6417,38.290848,-122.274926,134
2878,6418,37.2506,-121.939479,275
2879,6419,38.40181,-122.7131,200
2880,6420,38.024462,-121.942186,88
2881,6423,38.265679,-122.049922,56
2882,6433,37.7841,-122.411328,105
2883,6450,37.763622,-122.241524,62
2884,6452,37.868772,-122.293527,74
2885,6455,38.43601,-121.820969,60
2886,6456,37.827371,-122.280117,69
2887,6459,38.018358,-122.140949,49
2888,6484,38.015825,-121.819699,24
2889,6498,38.396681,-122.713527,60
2890,6500,37.34184,-121.840409,93
2891,6513,37.35502,-121.871109,201
2892,6525,37.634547,-122.42291,114
2893,6534,37.338475,-121.885794,66
2894,6541,37.77637,-122.258569,151
2895,6550,37.994215,-121.804901,129
2896,6559,38.305891,-122.476099,35
2897,6562,38.799615,-123.014489,70
